click,704,669,Button.middle,0.7782638072967529
press,'q',1.3159480094909668
press,'w',0.08472108840942383
press,'e',0.03978991508483887
press,'r',0.030998706817626953
press,'t',0.029439926147460938
press,'y',0.023363351821899414
press,'u',0.02505660057067871
press,'i',0.014794349670410156
press,'o',0.037918806076049805
press,'p',0.024246931076049805
press,'a',0.3401792049407959
press,'s',0.08702659606933594
press,'d',0.03511452674865723
press,'f',0.03713655471801758
press,'g',0.025399208068847656
press,'h',0.014981269836425781
press,'j',0.025201797485351562
press,'k',0.02669239044189453
press,'l',0.03812432289123535
press,'z',0.32343173027038574
press,'x',0.08606672286987305
press,'c',0.03597211837768555
press,'v',0.026733875274658203
press,'b',0.028916597366333008
press,'n',0.018024444580078125
press,'m',0.03466296195983887
press,',',0.01876544952392578
press,'.',0.04159712791442871
press,'1',0.7059531211853027
press,'2',0.03992938995361328
press,'3',0.05222344398498535
press,'4',0.027926921844482422
press,'5',0.030002117156982422
press,'6',0.026348352432250977
press,'7',0.024927616119384766
press,'8',0.02488231658935547
press,'9',0.0239713191986084
press,'0',0.02595973014831543
press,Key.tab,1.267054557800293
press,Key.caps_lock,0.060309648513793945
press,Key.shift,0.03026437759399414
press,Key.ctrl,0.026030540466308594
press,Key.alt,1.0142309665679932
press,Key.alt_r,0.8077621459960938
press,Key.shift_r,1.019273281097412
press,'\\',0.10631513595581055
press,Key.enter,0.03868675231933594
press,Key.backspace,0.03270149230957031
press,'[',1.0612659454345703
press,'p',0.05284404754638672
press,';',0.07204461097717285
press,"'",0.09870457649230957
press,'\\',0.040601253509521484
press,']',0.3505740165710449
press,'[',0.06382298469543457
press,'p',0.05340170860290527
press,'p',1.017582654953003
press,'[',0.09233617782592773
press,']',0.0631098747253418
press,'=',1.1953997611999512
press,'-',0.1733076572418213
press,'/',0.9308109283447266
press,'.',0.08192300796508789
press,',',0.062482595443725586
press,'m',0.05705618858337402
press,Key.space,1.2489128112792969
press,Key.ctrl_r,1.2768328189849854
press,Key.page_up,2.4665615558624268
press,Key.page_down,0.11527895927429199
press,Key.home,0.04513812065124512
press,Key.end,0.03487420082092285
press,Key.num_lock,0.7719912528991699
press,'/',0.0900421142578125
press,'*',0.0329899787902832
press,'-',0.03271842002868652
press,'+',0.7777187824249268
press,Key.enter,0.12084841728210449
press,Key.delete,0.773857831954956
press,Key.insert,1.9946331977844238
press,Key.left,0.22623729705810547
press,Key.home,0.04404640197753906
press,Key.home,0.619903564453125
press,Key.up,0.09058165550231934
press,Key.page_up,0.05620551109313965
press,'+',0.08865571022033691
press,Key.left,0.1814417839050293
press,'5',0.07957577705383301
press,Key.right,0.041567087173461914
press,Key.end,0.23427200317382812
press,Key.down,0.06910943984985352
press,Key.page_down,0.043645381927490234
press,Key.left,1.7333078384399414
press,Key.up,0.05887103080749512
press,Key.down,0.09269833564758301
press,Key.right,0.04902172088623047
press,Key.insert,0.08400297164916992
press,Key.delete,1.9658355712890625
press,Key.insert,0.9514024257659912
press,Key.f1,2.920851945877075
press,Key.f2,0.1279754638671875
press,Key.f3,0.062222957611083984
press,Key.f4,0.03399038314819336
press,Key.f5,0.0322265625
press,Key.f6,0.03358864784240723
press,Key.f7,0.03505516052246094
press,Key.f8,0.03725004196166992
press,Key.f9,0.03810262680053711
press,Key.f10,0.04046463966369629
press,Key.f11,0.04337143898010254
press,Key.esc,2.099238634109497
press,'`',3.231468677520752
